Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL5076345,,None,495.92,0,4.2,P5,O=C(O)[C@H](CO)NCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)noc2c1,IC50,'=',1723.5,nM,5.76,,,UO_0000065,11.62,0.22,1.56,4.57,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5082112,,None,447.92,1,5.8,P26,O=C(O)C1CCN(Cc2ccc3onc(Nc4cccc(-c5ccccc5)c4Cl)c3c2)C1,IC50,'=',451.8,nM,6.34,,,UO_0000065,14.17,0.27,0.55,8.07,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5082639,,None,668.93,2,6.01,L21,COc1cccc(-c2cccc(COc3cc(OCc4ccc5nonc5c4)c(CN[C@H](CO)C(=O)O)cc3Cl)c2Br)c1,IC50,'=',7.8,nM,8.11,,,UO_0000065,12.12,0.26,2.1,5.95,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5094163,,None,662.97,2,7.9,L26,O=C(O)[C@@H]1CCCCN1Cc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1ccc2nonc2c1,IC50,'=',13.3,nM,7.88,,,UO_0000065,11.88,0.25,-0.02,8.04,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5082398,,None,634.96,2,7.42,L31,OC1CCN(Cc2cc(Cl)c(OCc3cccc(-c4ccccc4)c3Br)cc2OCc2ccc3nonc3c2)CC1,IC50,'=',1054.5,nM,5.98,,,UO_0000065,9.41,0.2,-1.44,7.39,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5092191,,None,608.88,2,6.64,L37,O=C(O)CNCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1ccc2nonc2c1,IC50,'=',33.7,nM,7.47,,,UO_0000065,12.27,0.26,0.83,7,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5075170,,None,690.5,2,7.93,L39,Cl.Cl.Clc1cc(CNCCN2CCCCC2)c(OCc2ccc3nonc3c2)cc1OCc1cccc(-c2ccccc2)c1Cl,IC50,'=',290.9,nM,6.54,,,UO_0000065,10.58,0.21,-1.39,9,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5202283,,None,610.55,2,7.19,33,N#Cc1cc(COc2cc(CCc3cccc(-c4ccccc4)c3Br)ccc2CN2CCCC[C@H]2C(=O)O)ccn1,IC50,'=',0.00008,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5096775,Inhibition of His-tagged PD-1/PD-L1 interaction (unknown origin) incubated for 1 to 4 hrs by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,Time_Lower = 1.0 hrs | Time_Upper = 4.0 hrs,INHIBITOR
CHEMBL4645487,,None,459.55,0,4.05,41,Cc1c(NC(=O)c2cc(CN3CCCC[C@H]3C(=O)O)cn(C)c2=O)cccc1-c1ccccc1,IC50,'<',100,nM,,,,UO_0000065,,,,,0,CHEMBL5096777,Inhibition of recombinant human PD-1/PD-L1 interaction incubated for 40 mins by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL5193405,,None,578.07,2,6.42,20,CC(=O)NCCNCc1cc(Cl)c(Oc2ncnc3c(-c4ccccc4)cccc23)cc1OCc1cccc(C#N)c1,IC50,'>',500,nM,,,,UO_0000065,,,,,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,
CHEMBL5195960,,None,581.07,2,6.03,21,CC(CO)(CO)NCc1cc(Cl)c(Oc2ncnc3c(-c4ccccc4)cccc23)cc1OCc1cccc(C#N)c1,IC50,'=',22.9,nM,7.64,,,UO_0000065,13.15,0.25,1.61,6.34,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5179927,,None,538.01,2,5.67,26,N#Cc1cncc(COc2cc(Oc3ncnc4c(-c5ccccc5)cccc34)c(Cl)cc2CNCCO)c1,IC50,'=',171,nM,6.77,,,UO_0000065,12.58,0.24,1.1,5.98,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5176631,,None,663.13,2,7.4,34,N#Cc1cccc(COc2cc(Oc3ncnc4c(-c5ccc6c(c5)OCCO6)cccc34)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)c1,IC50,'>',500,nM,,,,UO_0000065,,,,,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,
CHEMBL5188207,,None,698.01,2,6.5,3; IMMH-010,CC(C)OC(=O)[C@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2Br)cc1OCc1cccnc1,IC50,'=',10,nM,8,,,UO_0000065,11.46,0.24,1.5,7.38,0,CHEMBL5155944,Inhibition of PD-1/PD-L1 (unknown origin) interaction,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL5085933,,None,449.94,1,5.09,A10,O=C(Nc1ccc(CN2CCCC[C@H]2C(=O)O)cn1)c1cccc(-c2ccccc2)c1Cl,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,
CHEMBL5083786,,None,452.94,0,3.89,B3,COc1cccc(-c2cccc(C(=O)Nc3ccc(CNCCNC(C)=O)cn3)c2Cl)c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,
CHEMBL5074694,,None,452.94,0,3.89,B5,COc1ccccc1-c1cccc(C(=O)Nc2ccc(CNCCNC(C)=O)cn2)c1Cl,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,
CHEMBL4865399,,None,419.48,0,3.16,A3,Cc1c(NC(=O)c2ccc(CNCCO)nc2)cccc1-c1ccc2c(c1)OCCO2,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL4862391,,None,405.49,0,4.19,B10,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2C)ccc1CNCCO,IC50,,,,,,Not Active,,,,,,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL5176735,,None,595.65,1,4.7,28,Cc1cc(CN[C@@H](CO)C(=O)O)c(OCc2cncc(C#N)c2)cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C,IC50,'=',2.25,nM,8.65,,,UO_0000065,14.52,0.27,3.95,6.04,0,CHEMBL5096773,Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL5083743,,None,422.92,0,3.88,A5,CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3ccccc3)c2Cl)nc1,IC50,'=',496.34,nM,6.3,,,UO_0000065,14.91,0.29,2.42,7.58,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5077740,,None,362.47,0,4.16,28,COc1nc(-c2cccc(-c3ccccc3)c2C)ccc1CN(C)CCO,IC50,'=',8.4,nM,8.08,,,UO_0000065,22.28,0.41,3.92,17.71,0,CHEMBL5037193,Inhibition of PD-1/PD-L1 interaction (unknown origin) preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 90 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5036325,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR
CHEMBL5092075,,None,347.46,0,3.78,32,COc1nc(-c2cccc(-c3ccccc3)c2C)ccc1CNCCN,IC50,'=',20.8,nM,7.68,,,UO_0000065,22.11,0.4,3.9,12.77,0,CHEMBL5037193,Inhibition of PD-1/PD-L1 interaction (unknown origin) preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 90 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5036325,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR
CHEMBL4638714,,None,558.03,2,5.28,NT3,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN[C@H](CO)C(=O)O)cc2Cl)cccc1-c1cccnc1,IC50,'>=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4621696,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4089730,,None,419.53,0,3.87,BMS-202,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,IC50,'=',18,nM,7.75,,,UO_0000065,18.46,0.34,3.87,10.69,1,CHEMBL5040752,Inhibition of PD-1/PDL-1 (unknown origin) binding,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL5093056,,None,524.58,1,4.02,4,Cc1c(COc2ccc(CN[C@H](CO)C(=O)O)c(OCc3cncc(C#N)c3)n2)cccc1-c1ccccc1,IC50,'=',12,nM,7.92,,,UO_0000065,15.1,0.28,3.9,5.76,0,CHEMBL5040752,Inhibition of PD-1/PDL-1 (unknown origin) binding,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL5080368,,None,404.51,0,3.26,6,COc1cc(C(=O)N2CCC3C(c4ccccc4)=CC=CC32)ccc1CNCCO,IC50,'=',132,nM,6.88,,,UO_0000065,17.01,0.31,3.62,11.13,0,CHEMBL5040752,Inhibition of PD-1/PDL-1 (unknown origin) binding,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL5175245,,None,558.64,2,5.31,M23,N#Cc1cncc(COc2cc(C(=O)N3CCc4c(-c5ccccc5)cccc43)ccc2CN2CC[C@H](C(=O)O)C2)c1,IC50,'=',53.2,nM,7.27,,,UO_0000065,13.02,0.24,1.96,6.81,0,CHEMBL5146067,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 and measured after 2 hrs by HTRF analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5143605,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 2.25 hr,INHIBITOR
CHEMBL5076449,,None,547.61,1,4.06,A26,Cc1c(COc2ccc(CN3CCC[C@H]3C(=O)N[C@H](C(=O)O)[C@@H](C)O)cc2[N+](=O)[O-])cccc1-c1ccccc1,IC50,'=',55.6,nM,7.25,,,UO_0000065,13.25,0.25,3.19,5.1,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4637826,,None,358.44,0,4.55,43,Cc1c(-c2ccccc2)cccc1-c1nc2cc(CNCCO)ccc2o1,IC50,'<',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5096772,Inhibition of PD-1/PD-L1 interaction (unknown origin),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL5180975,,None,615.08,2,5.65,29,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN[C@@H](CO)C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',1.48,nM,8.83,,,UO_0000065,14.36,0.27,3.18,6.78,0,CHEMBL5096773,Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL5074395,,None,522.6,2,5.23,BMS-1018,Cc1c(COc2ccc(CN[C@@H](CO)C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,IC50,'=',30.2,nM,7.52,,,UO_0000065,14.39,0.26,2.29,6.73,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5090961,,None,567.64,2,6.56,B11,Cc1c(COc2cc(OCc3cccnc3)c(CN3CCCC[C@H]3C(=O)O)cc2[N+](=O)[O-])cccc1-c1ccccc1,IC50,'=',8.75,nM,8.06,,,UO_0000065,14.2,0.26,1.5,7.01,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5088075,,None,433.51,0,4.37,A1,CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3)c2C)c([N+](=O)[O-])c1,IC50,'=',13.1,nM,7.88,,,UO_0000065,18.18,0.34,3.51,8.43,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5092517,,None,447.54,0,3.73,36,COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2C)ccc1CNCCNC(C)=O,IC50,'=',14.1,nM,7.85,,,UO_0000065,17.54,0.32,4.12,9.61,0,CHEMBL5037193,Inhibition of PD-1/PD-L1 interaction (unknown origin) preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 90 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5036325,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR
CHEMBL4878690,,None,493,1,5.12,8c,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCN(C(C)=O)CC1,IC50,'<',1,nM,,,,UO_0000065,,,,,0,CHEMBL4836819,Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4834474,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4782927,,None,520.63,1,4.7,TP2,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CNCCNC(C)=O)cc1,IC50,'=',44790,nM,4.35,,,UO_0000065,8.35,0.16,-0.35,4.98,0,CHEMBL4735264,Inhibition of PD1/PDL1 (unknown origin) protein-protein interaction measured after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732116,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4793437,,None,624.18,2,6.81,P16,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NCCO)cc2Cl)cccc1-c1ccccc1,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4706041,Inhibition of PD-1/PDL1 (unknown origin) measured after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4699660,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,
CHEMBL5187363,,None,528.53,1,4.94,35; MAX-10129,Cc1c(/C=C/c2nc(CNC(C)(CO)C(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',18,nM,7.75,,,UO_0000065,14.65,0.28,2.8,7.67,0,CHEMBL5096771,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 to 24 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,Time_Lower = 1.0 hrs | Time_Upper = 24.0 hrs,INHIBITOR
CHEMBL4099869,,None,494.43,1,6.44,26; BMS-8,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2Br)cccc1-c1ccccc1,IC50,'=',146,nM,6.84,,,UO_0000065,13.83,0.29,0.4,13.73,1,CHEMBL5096773,Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
